link,name,adr,price,price_for_m2,total_area
https://www.topreality.sk/nadherny-slnecny-3i-byt-po-kompletnej-rekonstrukcii-s-parkovanim-r8470139.html,Nádherný slnečný 3i byt po kompletnej rekonštrukcii s parkovaním,"Eisnerova 21,  Devínska Nová Ves (Bratislava IV)",188 000 €,"2 575,34 €/m2",73 m2
https://www.topreality.sk/moruse-kde-vas-archtektura-zaujme-a-budete-sa-tesit-domov-r7944650.html,Moruše - kde Vás archtektúra zaujme a budete sa tešiť domov.,"Ivanská cesta,  Bratislava-Ružinov (Bratislava II)",169 540 €,"5 303,10 €/m2",32 m2
https://www.topreality.sk/skolaudovane-specialna-ponuka-2i-byt-za-bezkonkurencnu-cenu-v-novostavbe-r8118514.html,SKOLAUDOVANÉ - špeciálna ponuka - 2i byt za bezkonkurenčnú cenu v novostavbe!!!,"Ivanská cesta,  Bratislava-Ružinov (Bratislava II)",159 900 €,"3 560,45 €/m2",45 m2
https://www.topreality.sk/2i-novostavba-s-kobkou-a-parkingom-znizena-cena-r8527895.html,2i novostavba s kobkou a parkingom - znížená cena!,"Michala Bučiča,  Bratislava-Devínska Nová Ves (Bratislava IV)",172 000 €,"3 782,71 €/m2",45 m2
https://www.topreality.sk/kompletne-zrekonstruovany-4-izbovy-byt-znievska-ulica-petrzalka-r8527880.html,"KOMPLETNE ZREKONŠTRUOVANÝ 4 IZBOVÝ BYT - ZNIEVSKA ULICA, PETRŽALKA","Znievska,  Bratislava-Petržalka (Bratislava V)",209 900 €,"2 915,28 €/m2",72 m2
https://www.topreality.sk/graft-ponuka-2-izb-byt-ul-michala-bucica-r8527860.html,GRAFT ponúka 2-izb. byt ul. Michala Bučica,"Michala Bučiča,  Bratislava-Devínska Nová Ves (Bratislava IV)",185 000 €,"3 135,59 €/m2",59 m2
https://www.topreality.sk/priestranny-2-izbovy-zariadeny-byt-s-loggiou-r8375531.html,Priestranný 2 izbový zariadený byt s loggiou,"Opletalova,  Bratislava-Devínska Nová Ves (Bratislava IV)",179 000 €,"2 887,10 €/m2",62 m2
https://www.topreality.sk/2i-byt-na-nabrezi-ba-stare-mesto-r8318063.html,"2i byt na Nábreží, BA- Staré Mesto","Nábrežie arm. gen. Ludvíka Svobodu,  Bratislava-Staré Mesto (Bratislava I)",210 000 €,"3 888,89 €/m2",54 m2
https://www.topreality.sk/dvojgarsonka-na-mlynarovicovej-ul-r8527837.html,Dvojgarsónka na Mlynarovičovej ul.,"Mlynarovičova,  Bratislava-Petržalka (Bratislava V)",155 000 €,"2 870,37 €/m2",54 m2
https://www.topreality.sk/1i-byt-v-tichom-vnutrobloku-a-zaroven-v-centre-krizna-ul-ba-stare-mesto-r8419529.html,"1i. byt v tichom vnútrobloku a zároveň v centre, Krížna ul. BA- Staré Mesto","Krížna,  Bratislava-Staré Mesto (Bratislava I)",154 900 €,"4 186,49 €/m2",37 m2
https://www.topreality.sk/2i-byt-tehla-parking-pri-oc-central-r8517486.html,"2i byt, tehla, parking, pri OC Central","Levická,  Bratislava-Ružinov (Bratislava II)",243 800 €,"4 203,45 €/m2",58 m2
https://www.topreality.sk/1-izb-tehlovy-byt-samostatne-kurenie-loggia-klimatizacia-r8527834.html,"1-izb. tehlový byt, samostatné kúrenie, loggia, klimatizácia.","Geologická,  Bratislava-Podunajské Biskupice (Bratislava II)",103 000 €,"2 452,38 €/m2",42 m2
