link,name,adr,price,price_for_m2,total_area
https://www.nehnutelnosti.sk/5091961/bosen-3-5-izbovy-byt-v-povodnom-stave-martincekova-ul-ba-ruzinov-78-m2/,"BOSEN | 3,5 izbový byt v pôvodnom stave, Martinčekova ul., BA - Ružinov, 78 m2",martinčekovaružinov,189990.0,2653.49,71.6
https://www.nehnutelnosti.sk/5059526/bosen-bory-byvanie-3-2kk-byt-v-novostavbe-lamac/,"BOSEN | Bory Bývanie 3: 2kk byt v novostavbe, Lamač",jánalangošalamač,189990.0,3162.81,60.07
https://www.nehnutelnosti.sk/4999823/bosen-zrekonstruovany-1-izbovy-byt-karlova-ves-ulica-tilgnerova/,"BOSEN | Zrekonštruovaný 1 izbový byt, Karlova Ves, ulica Tilgnerova",tilgnerovakarlovaves,124000.0,4061.58,30.53
https://www.nehnutelnosti.sk/4946174/bosen-1-izbovy-slnecny-byt-s-balkonom-v-projekte-galvani-home-32-57-m2/,"BOSEN | 1 izbový slnečný byt s balkónom v projekte GALVANI HOME, 32.57 m2",galvanihoružinov,134990.0,4144.61,32.57
https://www.nehnutelnosti.sk/4798484/bosen-znizena-cena-priestranny-3-izbovy-byt-racianska-nove-mesto-127-15-m2/,"BOSEN | Znížená cena: Priestranný 3 izbový byt, Račianska, Nové Mesto, 127,15 m2",račianskanovémesto,389900.0,3066.46,127.15
https://www.nehnutelnosti.sk/5167448/3-izbovy-byt-homolova-ulica-dubravka/,"3 izbový byt, Homolová ulica, Dúbravka",homolovadúbravka,195000.0,2910.88,66.99
https://www.nehnutelnosti.sk/5204769/ponukame-na-predaj-3-izbovy-velky-byt-s-terasou-v-projekte-rozadol-v-ruzinove/,Ponúkame na predaj 3. izbový veľký byt s terasou v projekte Rozadol v ružinove,mliekárenskáružinov,499000.0,3929.13,127.0
https://www.nehnutelnosti.sk/5244094/exkluzivne-predaj-luxusne-zariadeny-klimatizovany-3-izbovy-byt-v-novostavbe-novy-ruzinov/,EXKLUZÍVNE – PREDAJ – Luxusne zariadený klimatizovaný 3-izbový byt v novostavbe Nový Ružinov,bajkalskáružinov,269990.0,3279.76,82.32
https://www.nehnutelnosti.sk/5012486/ponukame-na-predaj-moderny-2-izbovy-byt-v-centre-mesta-projekte-weinhauer/,Ponúkame na predaj moderný 2. izbový byt v centre mesta projekte Weinhauer,jozefskástarémesto,350000.0,5384.62,65.0
https://www.nehnutelnosti.sk/5188224/na-predaj-2izbovy-byt-novostavba-s-velkou-terasou-v-ruzinove-ul-na-krizovatkach/,"Na predaj 2izbový byt NOVOSTAVBA  s veľkou terasou v Ružinove, ul. Na križovatkách",nakrižovatkáchružinov,214900.0,3411.11,63.0
https://www.nehnutelnosti.sk/5344201/na-predaj-jednoizbovy-byt-s-balkonom-v-petrzalke-slnecnice/,NA PREDAJ JEDNOIZBOVÝ BYT S BALKÓNOM V PETRŽALKE - SLNEČNICE,zuzanychalupovejpetržalka,119000.0,3862.38,30.81
https://www.nehnutelnosti.sk/5330882/krasny-a-slnecny-3-i-byt-pri-chorvatskom-ramene/,Krásny a slnečný 3-i. byt pri Chorvátskom ramene,ševčenkova1115/10petržalka,199000.0,2858.37,69.62
https://www.nehnutelnosti.sk/5322164/slnecny-2-izbovy-byt-s-terasou-dlhe-diely-ba/,"Slnečný 2-izbový byt s terasou, Dlhé Diely, BA",pribišovakarlovaves,175000.0,2916.67,60.0
https://www.nehnutelnosti.sk/5299266/lexxus-pekny-zariadeny-1-izb-byt-loggia-novostavba-slnecnice/,"LEXXUS | pekný zariadený 1-izb. byt, loggia, novostavba Slnečnice",zuzanychalupovejpetržalka,125000.0,4310.34,29.0
https://www.nehnutelnosti.sk/5348332/luxusny-2-izbovy-apartman-v-premiovom-projekte-v-blizkosti-downtownu-72-6-m2/,"LUXUSNÝ 2-IZBOVÝ APARTMÁN V PRÉMIOVOM PROJEKTE V BLÍZKOSTI DOWNTOWNU, 72,6 M2",prístavnástarémesto,245000.0,3310.81,74.0
https://www.nehnutelnosti.sk/5225073/uprava-ceny-predaj-2-izbovy-byt-na-zavodnej-ulici/,UPRAVA CENY - PREDAJ  - 2 izbový byt na Závodnej ulici,závodnápodunajskébiskupice,105000.0,3003.43,34.96
https://www.nehnutelnosti.sk/5322814/lexxus-predaj-1i-byt-s-velkym-exterierom-uniq-slnecnice-zona-viladomy-ba-v-28-31-m2/,"LEXXUS-PREDAJ 1i  byt s veľkým exteriérom UNIQ Slnečnice, zóna Viladomy, BA V., 28,31 m2",fialovápetržalka,127900.0,4517.84,28.31
https://www.nehnutelnosti.sk/5338020/predaj-3izb-byt-68-96m2-ul-trebisovska-strkovec-ruzinov/,"Predaj 3izb. byt, 68,96m2, ul. Trebišovská, Štrkovec - Ružinov",trebišovskáružinov,169000.0,2450.7,68.96
https://www.nehnutelnosti.sk/5326604/priestranny-moderne-zariadeny-4i-byt-koloseo/,"Priestranný, moderne zariadený 4i byt, KOLOSEO",tomášikova12572/50dnovémesto,460000.0,3511.45,131.0
https://www.nehnutelnosti.sk/5300808/predaj-exkluzivneho-2-izboveho-bytu-v-projekte-eurovea-2-riverside/,Predaj exkluzívneho 2-izbového bytu v projekte Eurovea 2- Riverside,pribinovastarémesto,340000.0,7291.44,46.63
https://www.nehnutelnosti.sk/5199881/2-izb-byt-s-parkovacim-statim-v-rinok-raca/,2 - izb. byt s parkovacím státím v Rinok Rača,rača,245000.0,4002.61,61.21
https://www.nehnutelnosti.sk/5331194/prakticky-2-izb-byt-v-novostavbe/,Praktický 2 izb byt v novostavbe,ivanskácestaružinov,162000.0,3446.81,47.0
https://www.nehnutelnosti.sk/4895437/tichy-slnecny-byt-v-centre/,tichý slnečný byt v centre,karadžičova49starémesto,168000.0,3775.28,44.5
https://www.nehnutelnosti.sk/5328484/garsonka-s-balkonom-v-tehlovom-bytovom-dome-blizko-novej-cvernovky/,Garsónka s balkónom v tehlovom bytovom dome blízko Novej Cvernovky,námestiebielykríž6novémesto,74900.0,4405.88,17.0
https://www.nehnutelnosti.sk/5288945/predaj-zariadeny-2izb-byt-slnecnice-viladomy/,PREDAJ zariadený 2izb. byt Slnečnice viladomy,žltá3973/13petržalka,209000.0,3426.23,61.0
https://www.nehnutelnosti.sk/5342113/novozrekonstruovany-tichy-byt-3-samostatne-izby/,Novozrekonštruovaný tichý byt -3 samostatné izby,rumančeková856/10ružinov,204000.0,3138.46,65.0
https://www.nehnutelnosti.sk/5344708/moderny-2-izbovy-byt-vo-vyhladavanej-casti-petrzalky-slnecnice-mesto/,"Moderný 2 izbový byt vo vyhľadávanej časti Petržalky, Slnečnice mesto",zuzanychalupovejpetržalka,195000.0,4062.5,48.0
https://www.nehnutelnosti.sk/5285258/halo-reality-predaj-jednoizbovy-byt-bratislava-lamac-studenohorska-exkluzivne-halo-reality/,"HALO reality - Predaj, jednoizbový byt Bratislava Lamač, Studenohorská - EXKLUZÍVNE HALO REALITY",lamač,129990.0,3023.02,43.0
https://www.nehnutelnosti.sk/5298486/halo-reality-predaj-trojizbovy-byt-bratislava-nove-mesto-pri-bielom-krizi-exkluzivne-halo-real/,"HALO reality - Predaj, trojizbový byt Bratislava Nové Mesto, Pri Bielom kríži - EXKLUZÍVNE HALO REAL",pribielomkrížinovémesto,259900.0,3560.27,73.0
https://www.nehnutelnosti.sk/5334050/garsonka-na-riazanskej-ul-v-novom-meste-na-predaj-okna-do-dvora/,GARSÓNKA na Riazanskej ul. v NOVOM MESTE na predaj-okná do dvora,riazanskánovémesto,94000.0,3760.0,25.0
https://www.nehnutelnosti.sk/5320465/moderne-zariadeny-2-izbovy-byt-navrhnuty-dizajnerkou-blizko-blumentalu/,Moderne zariadený 2 izbový byt navrhnutý dizajnérkou blízko Blumentálu,wilsonova1starémesto,249900.0,4900.0,51.0
https://www.nehnutelnosti.sk/4769669/az-property-novy-4-izbovy-byt-s-vysokymi-stropmi-terasou-a-panoramatickym-vyhladom-na-mesto-v-pro/,"AZ PROPERTY * nový 4-izbový byt s vysokými stropmi, terasou a panoramatickým výhľadom na mesto v pro",mudroňovastarémesto,799000.0,5232.82,152.69
https://www.nehnutelnosti.sk/5332564/arvin-benet-pripravuje-4i-byt-za-vybornu-cenu/,Arvin & Benet PRIPRAVUJE | 4i byt za výbornú cenu,brančskápetržalka,210000.0,2427.75,86.5
https://www.nehnutelnosti.sk/5166616/bratislava-na-dlani-v-4-izbovom-velkometraznom-byte-v-novostavbe-einpark/,BRATISLAVA NA DLANI V 4-IZBOVOM VEĽKOMETRÁŽNOM BYTE V NOVOSTAVBE EINPARK,einsteinovapetržalka,925000.0,4185.52,221.0
https://www.nehnutelnosti.sk/5275060/az-property-ponukame-velky-5-izbovy-byt-s-vysokymi-stropmi-a-s-peknou-terasou-v-mestskej-vile-mudro/,AZ PROPERTY* ponúkame veľký 5-izbový byt s vysokými stropmi a s peknou terasou v Mestskej vile Mudro,mudroňovastarémesto,963000.0,5832.48,165.11
https://www.nehnutelnosti.sk/5332572/arvin-benet-vyborna-investicia-krasny-zariadeny-byt-v-nadstavbe/,"Arvin & Benet | Výborná investícia - krásny, zariadený byt v nadstavbe",banšelova24ružinov,109000.0,3633.33,30.0
https://www.nehnutelnosti.sk/5311320/na-predaj-slnecny-2-izbovy-byt-v-devinskej-novej-vsi-vratane-parkovacieho-miesta/,NA PREDAJ -  slnečný 2 izbový byt v Devínskej Novej Vsi - vrátane parkovacieho miesta,opletalovadevínskanováves,171990.0,2723.52,63.15
https://www.nehnutelnosti.sk/5154734/na-predaj-nebytovy-priestor-s-moznostou-odpoctu-dph-v-obytnom-dome-na-zaciatku-petrzalky/,"Na predaj nebytový priestor s možnosťou odpočtu DPH, v obytnom dome na začiatku Petržalky",šustekovapetržalka,198000.0,1850.47,107.0
https://www.nehnutelnosti.sk/5333337/zariadeny-1-izbovy-byt-blizko-parku-ostredky-v-ruzinove/,Zariadený 1 izbový byt blízko parku Ostredky v Ružinove,vrakunskácesta6ružinov,124900.0,3965.08,31.5
https://www.nehnutelnosti.sk/5294136/klimatizovany-3-izbovy-byt-s-krasnym-vyhladom-v-blizkosti-cyklotrasy-na-devin/,Klimatizovaný 3 izbový byt s krásnym výhľadom v blízkosti cyklotrasy na Devín,matejkovakarlovaves,181990.0,2882.78,63.13
https://www.nehnutelnosti.sk/5277611/kompletne-zrekonstruovany-2-izbovy-byt-v-tehlovom-bytovom-dome-v-ruzinove/,Kompletne zrekonštruovaný 2 izbový byt v tehlovom bytovom dome v Ružinove,astronomickáružinov,189900.0,3361.06,56.5
https://www.nehnutelnosti.sk/5271383/vynimocny-2-izbovy-byt-s-balkonom-priamo-na-dulovom-namesti/,Výnimočný 2 izbový byt s balkónom priamo na Dulovom námestí,dulovonámestie4starémesto,259000.0,4163.32,62.21
https://www.nehnutelnosti.sk/5278653/stylovy-2-izbovy-byt-s-terasou-a-vyhladom-na-hrad-v-oblubenom-projekte-pri-myte/,ŠTÝLOVÝ 2-IZBOVÝ BYT S TERASOU A VÝHĽADOM NA HRAD V OBĽÚBENOM PROJEKTE PRI MÝTE,račianskanovémesto,349900.0,6691.53,52.29
https://www.nehnutelnosti.sk/4879972/3-iz-mezonet-90-m2-predzahradka-52-5-m2-v-projekte-domasska-5/,"3 iz. mezonet (90 m2) + predzáhradka (52,5 m2) v projekte - DOMAšská 5",domašskávrakuňa,249000.0,2766.67,90.0
https://www.nehnutelnosti.sk/5228607/babony-tre-3-izbovy-byt-s-terasou-a-zahradkou-na-turbinovej-1-v-ba/,Babony TRE | 3 izbový byt s terasou a záhradkou na Turbínovej 1 v BA,turbínovánovémesto,257040.0,3570.0,72.0
https://www.nehnutelnosti.sk/5037938/prijemny-3-izbovy-apartman-v-novostavbe-vienna-gate/,Príjemný 3 izbový apartmán v novostavbe Vienna Gate,kopčianskapetržalka,270000.0,3206.65,84.2
https://www.nehnutelnosti.sk/5264667/impreal-petrzalka-ovsiste-plnohodnotny-2-izbovy-byt-nizke-mesacne-naklady-kompletna-rek/,IMPREAL »»» Petržalka / Ovsište »» Plnohodnotný 2-izbový byt » nízke mesačné náklady » kompletná rek,mamateyovapetržalka,149000.0,2811.32,53.0
https://www.nehnutelnosti.sk/5205376/az-property-ponukame-na-predaj-uplne-novy-svetly-3-izbovy-byt-s-velkou-lodziou-a-parkovanim-v-sukro/,AZ PROPERTY* ponúkame na predaj úplne nový svetlý 3 izbový byt s veľkou lodžiou a parkovaním v súkro,hradskávrakuňa,217000.0,2658.01,81.64
https://www.nehnutelnosti.sk/5231979/az-property-ponukame-na-predaj-novy-2-izbovy-byt-s-velkou-terasou-lodziou-a-parkovanim-s-vyhladom/,"AZ PROPERTY* ponúkame na predaj nový 2-izbový byt s veľkou terasou, lodžiou a parkovaním s výhľadom",hradskávrakuňa,184000.0,2274.69,80.89
https://www.nehnutelnosti.sk/5151843/az-property-ponukame-na-predaj-uplne-novy-3-izbovy-byt-s-predzahradkou-a-parkovanim-v-sukromnom-are/,AZ PROPERTY* ponúkame na predaj úplne nový 3-izbový byt s predzáhradkou a parkovaním v súkromnom are,hradskávrakuňa,217000.0,1565.09,138.65
https://www.nehnutelnosti.sk/5333786/bory-kompaktny-1-5-izbovy-byt-v-standarde-ul-tomislava-p-kolakovica/,"BORY - KOMPAKTNÝ 1,5 IZBOVÝ BYT V ŠTANDARDE - ul. TOMISLAVA P. KOLAKOVIČA",devínskanováves,147999.0,3523.79,42.0
https://www.nehnutelnosti.sk/5333680/bory-kompaktny-1-5-izbovy-byt-v-standarde-ul-tomislava-p-kolakovica/,"BORY - KOMPAKTNÝ 1,5 IZBOVÝ BYT V ŠTANDARDE - ul. TOMISLAVA P. KOLAKOVIČA",devínskanováves,147999.0,3523.79,42.0
https://www.nehnutelnosti.sk/5336506/martincekova-ulica-rodinny-3i-byt/,Martinčekova ulica - rodinný 3i byt,ružinov,196000.0,2840.58,69.0
https://www.nehnutelnosti.sk/5332359/vyborne-rieseny-3izbovy-byt-s-loggiou-v-srdci-race-na-plickovej-ul/,"VÝBORNE RIEŠENÝ 3izbový BYT s LOGGIOU,  V SRDCI RAČE na PLICKOVEJ ul.",rača,159990.0,2253.38,71.0
https://www.nehnutelnosti.sk/5288836/dispozicne-zaujimavy-3i-byt-v-dobrej-lokalite-karlovej-vsi/,Dispozične zaujímavý 3i byt v dobrej lokalite Karlovej Vsi,segnerovakarlovaves,175000.0,2651.52,66.0
https://www.nehnutelnosti.sk/5310425/prijemny-3i-byt-s-2-lodziami-na-majernikovej-ul/,Príjemný 3i byt s 2 lodžiami na Majerníkovej ul.,majerníkovakarlovaves,179000.0,2671.64,67.0
https://www.nehnutelnosti.sk/5330450/bory-novy-dvor-3izbovy-byt-s-velkou-zahradou/,BORY - Nový Dvor - 3izbový byt s veľkou záhradou,lamač,264900.0,1933.58,137.0
https://www.nehnutelnosti.sk/5159895/koliba-bezchybny-3izbovy-byt-s-terasou-v-projekte-belaria/,KOLIBA - BEZCHYBNÝ 3IZBOVÝ BYT S TERASOU V PROJEKTE BELARIA,svätovavrineckánovémesto,314900.0,3704.71,85.0
https://www.nehnutelnosti.sk/5338740/predaj-garsonka-s-vlastnym-parkovacim-miestom-ba-stare-mesto/,"PREDAJ, Garsónka s vlastným parkovacím miestom, BA – Staré mesto",janáčkovastarémesto,149000.0,4966.67,30.0
https://www.nehnutelnosti.sk/5334926/arvin-benet-utulny-byt-blizko-slavina-ci-horskeho-parku/,Arvin & Benet | Útulný byt blízko Slavína či Horského parku,mozartova12starémesto,149000.0,3898.48,38.22
https://www.nehnutelnosti.sk/5281975/byvajte-v-najziadanejsej-casti-petrzalky/,Bývajte v najžiadanejšej časti Petržalky,planckovapetržalka,224900.0,2742.68,82.0
https://www.nehnutelnosti.sk/5243757/az-property-na-predaj-velmi-pekny-3-izbovy-byt-spredzahradkou-apanoramatickym-vyhladom-na-mesto-a/,AZ PROPERTY* na predaj veľmi pekný 3-izbový byt s predzáhradkou a panoramatickým výhľadom na mesto a,tupéhonovémesto,330449.0,2770.36,119.28
https://www.nehnutelnosti.sk/5274077/az-property-ponukame-novy-3-izbovy-byt-s-vysokymi-stropmi-a-peknou-predzahradkou-v-mestskej-vile-m/,AZ PROPERTY * ponúkame nový 3-izbový byt s vysokými stropmi a peknou predzáhradkou v Mestskej vile M,mudroňovastarémesto,675000.0,3211.38,210.19
https://www.nehnutelnosti.sk/5300268/arvin-benet-staromestska-noblesa-2-nehnutelnosti-v-cene-jednej/,Arvin & Benet | Staromestská noblesa | 2 nehnuteľnosti v cene jednej,palisádystarémesto,589000.0,3026.1,194.64
https://www.nehnutelnosti.sk/5299381/arvin-benet-krasny-byt-so-zahradou-terasou-a-parkovanim/,"Arvin & Benet | Krásny byt so záhradou, terasou a parkovaním",majoránovávrakuňa,229000.0,2898.73,79.0
