adr,count
mesačnáružinov,8
vilovápetržalka,8
homolovadúbravka,8
rumančekováružinov,8
zadunajskácestapetržalka,8
českánovémesto,8
kaštieľskaružinov,8
chalupkovastarémesto,8
chorvátskygrobvajnory,8
ľudazúbkadúbravka,8
fedinovapetržalka,8
budovateľskáružinov,7
sklenárovaružinov,7
landauovadúbravka,7
tolstéhostarémesto,7
rovníkováružinov,7
schneideratrnavskéhodúbravka,7
železničnávrakuňa,7
ihličnatávrakuňa,7
jaskovýradnovémesto,7
vajnory,7
závadskárača,7
napasekáchrača,7
labutiapetržalka,7
mlynarovičovapetržalka,7
banšelovaružinov,7
saratovskádúbravka,7
bakošovalamač,7
sputnikováružinov,7
pribišovakarlovaves,7
bazováružinov,7
trenčianskaružinov,7
mikulášskastarémesto,7
blagoevovapetržalka,7
kpt.rašudúbravka,7
svidníckaružinov,7
pražskástarémesto,7
bartókovastarémesto,7
mamateyovapetržalka,7
ulicarudolfamockakarlovaves,6
teplickánovémesto,6
matúškovanovémesto,6
lužnápetržalka,6
zálužickáružinov,6
vyšehradskápetržalka,6
jeleniastarémesto,6
košickáružinov,6
bodrockápodunajskébiskupice,6
heyrovskéholamač,6
nezábudkováružinov,6
žatevnádúbravka,6
úžinyrača,6
karloveskákarlovaves,6
prišajbáchrača,6
kubačovarača,6
astrováružinov,6
stromovánovémesto,6
smikovanovémesto,6
betliarskapetržalka,6
račianskarača,6
skalickácestanovémesto,6
jánasmrekadevínskanováves,6
dopravnárača,6
súmračnáružinov,6
jazmínovávrakuňa,6
grösslingovastarémesto,5
bagarovadúbravka,5
rajčianskavrakuňa,5
vukovarskádevínskanováves,5
čiližskávrakuňa,5
ľadovástarémesto,5
repašskéhodúbravka,5
milanamarečkadevínskanováves,5
ipeľskápodunajskébiskupice,5
kželeznejstudienkestarémesto,5
ružovádolinaružinov,5
bebravskávrakuňa,5
jurskánovémesto,5
kalinčiakovanovémesto,5
uzbeckápodunajskébiskupice,5
mudrochovarača,5
tomanovavajnory,5
furdekovapetržalka,5
plynárenskáružinov,5
hanymeličkovejkarlovaves,5
ovocnájarovce,5
petržalkapetržalka,5
trebišovskáružinov,5
michalabučičadevínskanováves,5
pečnianskapetržalka,5
segnerovakarlovaves,5
drieňováružinov,5
poľnohospodárskavrakuňa,5
geologickápodunajskébiskupice,5
nakrižovatkáchružinov,5
krasovskéhopetržalka,5
šancovánovémesto,5
alžbetygwerkovejpetržalka,5
lietavskápetržalka,5
otaholúskazáhorskábystrica,5
kmeťovonámestiestarémesto,5
lamač,5
obežnáružinov,5
liptovskáružinov,5
kunovskázáhorskábystrica,5
šoltésovejstarémesto,4
mraziarenskáružinov,4
lachovapetržalka,4
svätovavrineckánovémesto,4
tupolevovapetržalka,4
súťažnáružinov,4
hrobákovapetržalka,4
alstrovarača,4
gallayovadúbravka,4
gaštanovástarémesto,4
murgašovastarémesto,4
vietnamskáružinov,4
hálovapetržalka,4
šándorovaružinov,4
primoravskádevínskanováves,4
slnečnicepetržalka,4
nahriadkachdevínskanováves,4
medzilaboreckáružinov,4
bystrickádevínskanováves,4
železničiarskastarémesto,4
žehrianskapetržalka,4
višňovánovémesto,4
muškátováružinov,4
m.curiesklodowskejpetržalka,4
kpt.jánarašudúbravka,4
páričkovaružinov,4
hybešovarača,4
perlovájarovce,4
topolčianskapetržalka,4
štefánikovastarémesto,4
navartenovémesto,4
baltskápodunajskébiskupice,4
jungmannovapetržalka,4
malokrasňanskárača,4
žabotovastarémesto,4
vlárskanovémesto,4
lotyšskápodunajskébiskupice,4
kafendovarača,4
špitálskastarémesto,4
smolenickápetržalka,4
černyševskéhopetržalka,4
karadžičovastarémesto,4
prievozskáružinov,4
nadlúčkamikarlovaves,4
andrusovovapetržalka,4
korytnickápodunajskébiskupice,4
mariecuriesklodowskejpetržalka,4
námestieslobodystarémesto,4
jánajonášadevínskanováves,4
vígľašskápetržalka,4
ševčenkovapetržalka,4
pekníkovadúbravka,4
slatinskávrakuňa,4
estónskapodunajskébiskupice,4
vetvárskapodunajskébiskupice,4
seberínihoružinov,4
vŕbovávrakuňa,4
karolaadleradúbravka,4
landererovastarémesto,4
dohnányhoružinov,4
ďatelinováružinov,4
heydukovastarémesto,4
kvetnáružinov,4
jahodovánovémesto,4
námestiebielykrížnovémesto,4
smaragdovájarovce,4
blumentálskastarémesto,4
súkenníckaružinov,3
silvánskakarlovaves,3
bučinovávrakuňa,3
jánastanislavakarlovaves,3
novázáhorskázáhorskábystrica,3
moskovskástarémesto,3
sliačskanovémesto,3
jašíkovaružinov,3
ferienčíkovastarémesto,3
belopotockéhostarémesto,3
starávajnorskánovémesto,3
koceľovaružinov,3
jánalangošalamač,3
astronomickáružinov,3
majerníkovakarlovaves,3
križkovastarémesto,3
štefanakrálikadevínskanováves,3
hriňovskástarémesto,3
martinengovastarémesto,3
gercenovapetržalka,3
kvačalovaružinov,3
langsfeldovastarémesto,3
trnávkaružinov,3
palárikovastarémesto,3
ružinovskáružinov,3
peknácestarača,3
cabanovadúbravka,3
hlaváčikovakarlovaves,3
tichástarémesto,3
veternicovákarlovaves,3
jégehoružinov,3
námestiemartinabenkustarémesto,3
nahrebienkustarémesto,3
muchovonámestiepetržalka,3
zvolenskáružinov,3
hronskápodunajskébiskupice,3
čárskehokarlovaves,3
navýslníružinov,3
ostredkováružinov,3
záhradníckastarémesto,3
družicováružinov,3
priečnanovémesto,3
štefunkovaružinov,3
iľjušinovapetržalka,3
kopčianska3756/10petržalka,3
legionárskanovémesto,3
sládkovičovastarémesto,3
zámockástarémesto,3
ulicamartinagrancadúbravka,3
napieskuružinov,3
pajštúnskapetržalka,3
bosákovapetržalka,3
sedmokráskováružinov,3
bajzovaružinov,3
rusovskácestapetržalka,3
nazlatejnohenovémesto,3
šášovskápetržalka,3
privinohradochrača,3
gelnickárača,3
tematínskapetržalka,3
podbôrikomstarémesto,3
štetinovastarémesto,3
búdkovástarémesto,3
slovinskáružinov,3
levickáružinov,3
doležalovaružinov,3
bohrovapetržalka,3
bárdošovanovémesto,3
bošánihodúbravka,3
herlianskaružinov,3
cyprichovarača,3
ormisovánovémesto,2
podrovnicamikarlovaves,2
björnsonovastarémesto,2
ladislavadéreranovémesto,2
kúpeľnástarémesto,2
budyšínskanovémesto,2
prikrížidúbravka,2
tomašikováružinov,2
nivyružinov,2
medveďovej5petržalka,2
palkovičovaružinov,2
ružovádolina33ružinov,2
miletičováružinov,2
ivanabukovčanadevínskanováves,2
nuppuružinov,2
tbiliskárača,2
mliekárenskáružinov,2
jozefskástarémesto,2
uránováružinov,2
novohorskárača,2
dobrovskéhostarémesto,2
železničnáružinov,2
leškovastarémesto,2
janáčkovástarémesto,2
vrakunskápodunajskébiskupice,2
kapušianskaružinov,2
dúbravkadúbravka,2
novýružinovružinov,2
markovapetržalka,2
hydinárskapodunajskébiskupice,2
a.gwerkovejpetržalka,2
čsl.parašutistovnovémesto,2
magurskánovémesto,2
jurigovonám.karlovaves,2
brnianskastarémesto,2
uránová3265/13ružinovružinov,2
jarovce,2
aragonitovájarovce,2
námestie1.mája13starémesto,2
bajkalská41ružinov,2
ipeľská13podunajskébiskupice,2
skalnástarémesto,2
budatinskápetržalka,2
trnavskácestanovémesto,2
priehradnáružinov,2
radlinskéhostarémesto,2
žarnovickárača,2
bzovíckapetržalka,2
borinskálamač,2
mlynskádevínskanováves,2
krajinskápodunajskébiskupice,2
toryskávrakuňa,2
dudvážskapodunajskébiskupice,2
panónskacestapetržalka,2
beňovskéhodúbravka,2
fraňakráľastarémesto,2
kraskovanovémesto,2
nevädzováružinov,2
plzenskánovémesto,2
pristruhevajnory,2
žitavskávrakuňa,2
šachorovavajnory,2
dvořákovonábrežiestarémesto,2
andreamrázaružinov,2
vážskavrakuňa,2
nobelovonámestiepetržalka,2
továrenskástarémesto,2
haburská91/10ružinov,2
vazovovastarémesto,2
babuškovaružinov,2
kapicovapetržalka,2
rusovce,2
borydevínskanováves,2
ulicazávodumatadorpetržalka,2
michalskástarémesto,2
živnostenskástarémesto,2
antolskápetržalka,2
bystrická7342/35devínskanováves,2
vajanskéhonábrežiestarémesto,2
novéšutyvajnory,2
nákovnápodunajskébiskupice,2
ožvoldíkovadúbravka,2
toplianskavrakuňa,2
latorickápodunajskébiskupice,2
hodálovakarlovaves,2
sabinovskáružinov,2
michalabučičalamač,2
dvořakovonábrežiestarémesto,2
húščavovadúbravka,2
ondrejovovaružinov,2
vojkanaddunajomčunovo,2
polárnaružinov,2
príjazdnávajnory,2
hradská28vrakuňa,2
m.schneideratrnavskéhodúbravka,2
hruškovárača,2
frankovskánovémesto,2
mozartovastarémesto,2
líščienivyružinov,2
strážnanovémesto,2
jankaalexyhodúbravka,2
bottovastarémesto,2
jelenia3147/17starémesto,2
cintorínskastarémesto,2
dvojkrížna13155/2vrakuňa,2
bullovadúbravka,2
uhliskávajnory,2
steinovdvorstarémesto,2
béžovápetržalka,2
majerníkovákarlovaves,2
domkárskaružinov,2
kašmírskaružinov,2
m.schneidratrnavskéhodúbravka,2
neuvedenádevínskanováves,2
čunovo,2
dulovonámestieružinov,2
bartoškovanovémesto,2
jégehoalejružinov,2
plickovarača,2
tilgnerovakarlovaves,2
hradská27vrakuňa,1
ďurgalovanovémesto,1
smolenická3petržalka,1
údolnástarémesto,1
sedmelijskárača,1
mamateyovápetržalka,1
čmelíkovaružinov,1
trnavskánovémesto,1
varínskaružinov,1
krížna20starémesto,1
zochovastarémesto,1
čakankovávrakuňa,1
námestiesnpstarémesto,1
hornárača,1
družstevnánovémesto,1
strmácestastarémesto,1
i.bukovčanadevínskanováves,1
šumavskáružinov,1
stachanovskáružinov,1
nabarinelamač,1
galbavéhodúbravka,1
šachorovanovémesto,1
hrobákova1636/7petržalka,1
ukrajinskánovémesto,1
znievska1petržalka,1
andrusovova910/3petržalka,1
kuzmányhostarémesto,1
obchodná548/15starémesto,1
karloveskéramenokarlovaves,1
kolískovakarlovaves,1
ferdišakostkukarlovaves,1
zdenkyschelingovejdevínskanováves,1
einsteinovapetržalka,1
pristarejprachárninovémesto,1
suchánovémesto,1
zeleninovájarovce,1
gbelskázáhorskábystrica,1
nábrežiearm.gen.ludvíkasvobodustarémesto,1
slovanskénábrežiedevín,1
čsl.parašutiostovnovémesto,1
tabakovástarémesto,1
lackova572/5karlovaves,1
podpriehradná11vrakuňa,1
karadžičova4097/7starémesto,1
svätovojtešskánovémesto,1
ľubinskástarémesto,1
beniakovakarlovaves,1
radarováružinov,1
čajkovskéhostarémesto,1
pribinovaružinov,1
bystrickadevínskanováves,1
galvánihoružinov,1
drobného1903/20dúbravka,1
bajakalskáružinov,1
závadská7619/18rača,1
strmývŕšokzáhorskábystrica,1
kopaniceružinov,1
račianska33novémesto,1
kováčskanovémesto,1
valachovejdúbravka,1
zelinárskaružinov,1
líšienivyružinov,1
gercenova3640/2petržalka,1
plynárenská17561/3bružinov,1
nagruntenovémesto,1
novákoziarkanovémesto,1
župnénámestie582/1starémesto,1
grösslingovástarémesto,1
nemčíkova1195/1dúbravka,1
baltská11868/21podunajskébiskupice,1
kaštieľska17474/2ružinov,1
homolova2168/23dúbravka,1
tranovského2181/41dúbravka,1
tomášikováružinov,1
heyrovského4636/3lamač,1
vážska5015/11vrakuňa,1
hrachová17792/10aružinov,1
trnavskácesta112/aružinov,1
alstrova8109/4rača,1
j.stanislavakarlovaves,1
humenskénám.petržalka,1
ónyxovájarovce,1
kyjevskánovémesto,1
vajnorská128novémesto,1
haburská12ružinov,1
latorickaružinov,1
kominárskanovémesto,1
stropkovskáružinov,1
pluhovánovémesto,1
jankolovapetržalka,1
starémestostarémesto,1
podunajskébiskupicepodunajskébiskupice,1
páričková22ružinov,1
podvtáčnikomnovémesto,1
haanovapetržalka,1
bakošoválamač,1
súkenníckastarémesto,1
ligurčekovapodunajskébiskupice,1
horskánovémesto,1
kríková6vrakuňa,1
rajecká8685/22vrakuňa,1
cyprichova68rača,1
palackého16starémesto,1
revúcka1072/5ružinov,1
kapitánajánarašudúbravka,1
p.horova11devínskanováves,1
ivánskacestaružinov,1
čajakovastarémesto,1
súhvezdnáružinov,1
vínnanovémesto,1
dankovskéhostarémesto,1
stromová19novémesto,1
osuského44petržalka,1
rezedovaružinov,1
bazovského8dúbravka,1
štefanovičová6starémesto,1
rumančeková856/10ružinov,1
m.bučičadevínskanováves,1
česká110/8novémesto,1
nobelovánovémesto,1
opálovájarovce,1
polárna10ružinov,1
mánesovonám.1230petržalka,1
nejedlého3394/20dúbravka,1
svätoplukovastarémesto,1
cabanova37dúbravka,1
račianska13800/24enovémesto,1
jiskrovastarémesto,1
magnóliováružinov,1
cabanova2192/34dúbravka,1
a.gwerkovej1538/11petržalka,1
cyrilova491/7ružinov,1
opletálováulicadevínskanováves,1
letnánovémesto,1
bieloruská5210/7podunajskébiskupice,1
rebarborová14909/21avrakuňa,1
frankovská13162/1novémesto,1
františkakuburača,1
klenovánovémesto,1
perličkovápodunajskébiskupice,1
latorickapodunajskébiskupice,1
lipskéhodúbravka,1
sibírska1601/35novémesto,1
exnárova3129/19ružinov,1
mickiewiczova7104/14starémesto,1
majoránovávrakuňa,1
záhradnádevínskanováves,1
zalužickaružinov,1
albrechtováružinov,1
moldavskáružinov,1
goláňovaružinov,1
janotovakarlovaves,1
horskárača,1
líščieúdoliekarlovaves,1
pristaromletiskuvajnory,1
gundulicovastarémesto,1
tallerovastarémesto,1
devínskacestadevín,1
sabinovskávrakuňa,1
sasinkovastarémesto,1
planckovapetržalka,1
rozvodnánovémesto,1
napántochrača,1
nezaležístarémesto,1
narevínenovémesto,1
nabarine18lamač,1
šancová11bstarémesto,1
závadská7620/20rača,1
bajkalská18831/45gružinov,1
krásnohorská3029/1petržalka,1
dubováalžbetindvorružinov,1
planétružinov,1
gogoľovapetržalka,1
ivanskacestaružinov,1
nakrižovatkách35ružinov,1
ševčenkova1115/10petržalka,1
bajkalská9aružinov,1
bratislavanovémesto,1
poľskástarémesto,1
bernolákovastarémesto,1
radvanskástarémesto,1
odborárskanovémesto,1
gustávamalléhopetržalka,1
zuzanychalupovej3981petržalka,1
šalviová880/52ružinov,1
cabanova2172/23dúbravka,1
hlaváčikova3105/23karlovaves,1
jedľovávrakuňa,1
cyrilovaružinov,1
cígeľskárača,1
jégého18448/6ružinov,1
jesennáružinov,1
bratislavaružinov,1
nám.hraničiarovpetržalka,1
koziastarémesto,1
zasokolovňoustarémesto,1
kovácsovarusovce,1
československýchparašutisovnovémesto,1
šándorova3200/8ružinov,1
dvořakovonábrežie7527/10astarémesto,1
pribielomkrížinovémesto,1
jánarašudúbravka,1
cyprichovanovémesto,1
mudrochovanovémesto,1
prievozskástarémesto,1
sadmelijskárača,1
jánalajčiakapetržalka,1
raketováružinov,1
dubováalžbetindvorpodunajskébiskupice,1
ivanabukovčana6121/14devínskanováves,1
jadrováružinov,1
račarača,1
vysokástarémesto,1
magnóliovávrakuňa,1
jeséniova14074/1anovémesto,1
jankaalexyho3dúbravka,1
hradskáružinov,1
hrobákova26petržalka,1
hečkovarača,1
nahrádzilamač,1
šulekovastarémesto,1
ľubovnianskapetržalka,1
prokopaveľkéhostarémesto,1
štefanovičovastarémesto,1
odborarskanovémesto,1
gessyovapetržalka,1
podvachmajstromnovémesto,1
m.bučicadevínskanováves,1
starézáhradyružinov,1
lužná21petržalka,1
polereckéhopetržalka,1
laurinskástarémesto,1
poludníkováružinov,1
širokávajnory,1
zochova760/16starémesto,1
brančskápetržalka,1
osuského1862/46petržalka,1
drieňová71/11ružinov,1
haburská83/7ružinov,1
uzbecká25107/10apodunajskébiskupice,1
slavónskajarovce,1
začiatokpetržalkypetržalka,1
začiatokpetržalkystarémesto,1
turbínováružinov,1
družobnápodunajskébiskupice,1
skalickácesta1144novémesto,1
rudroffovarača,1
nedbalovastarémesto,1
budovateľská1090/1ružinov,1
sedmokraskovaružinov,1
timravinastarémesto,1
mánesovonámestiepetržalka,1
istrijskádevínskanováves,1
röntgenovapetržalka,1
výtvarnápodunajskébiskupice,1
bajkalská12985/9novémesto,1
jánaponičanadevínskanováves,1
záhradnícka62ružinov,1
podunajskáružinov,1
pražskánovémesto,1
hanáckaružinov,1
jánalangoša4lamač,1
kysuckástarémesto,1
škultétyho18novémesto,1
mikulášaschneideratrnavskéhodúbravka,1
albrechtovaružinov,1
pečnianska1215/5petržalkapetržalka,1
vrbenskéhorača,1
ľ.fullukarlovaves,1
čaklovskáružinov,1
sputnikovružinov,1
devínskacestakarlovaves,1
vyšehradská12petržalka,1
vysoká9starémesto,1
jelenia3133/5starémesto,1
bosákova3982/3petržalka,1
pavlovská851/1novémesto,1
starhradskápetržalka,1
rovníková3249/6ružinov,1
rusovskácesta3903/50petržalka,1
domašskávrakuňa,1
dohnánihoružinov,1
hutníckadevín,1
kadnárovárača,1
janáčkovastarémesto,1
klobučníckastarémesto,1
baltská23podunajskébiskupice,1
eisnerova6133/21devínskanováves,1
homolova2162/6dúbravka,1
vajanskéhonábrežie9starémesto,1
barónka3rača,1
furdekovápetržalka,1
považanovadúbravka,1
čmelikovaružinov,1
meteorováružinov,1
harmaneckápetržalka,1
matejaencingeralamač,1
svätoplukováružinov,1
osloboditeľovvajnory,1
mariánskastarémesto,1
belinskéhopetržalka,1
karlovaveskarlovaves,1
športovánovémesto,1
m.schneidratrnavského22dúbravka,1
gercenova1156/5petržalka,1
pečnianska1212/13petržalka,1
wolkrovapetržalka,1
krasnohorskápetržalka,1
trhovádúbravka,1
j.c.hronskéhonovémesto,1
čsl.tankistovzáhorskábystrica,1
bujnákovadúbravka,1
ovručskánovémesto,1
zadunajska1petržalka,1
lenardovapetržalka,1
jiskrovanovémesto,1
béžová8petržalka,1
béžováulicapetržalka,1
kazanská12152/3podunajskébiskupice,1
čiernovodskávrakuňa,1
šachorovávajnory,1
záhradnícka74ružinov,1
vajnorská86novémesto,1
devínskanovávesdevínskanováves,1
zochova18starémesto,1
wilsonovastarémesto,1
hruskovarača,1
platanovavrakuňa,1
astrová54ružinov,1
klemensovastarémesto,1
železničiarska3184/5starémesto,1
pribišovákarlovaves,1
kuklovskákarlovaves,1
jedenástanovémesto,1
podjavorinskejstarémesto,1
červeňákovadúbravka,1
dlhédielykarlovaves,1
mikovínihonovémesto,1
záporožskápetržalka,1
jarabinkováružinov,1
jozefahagarurača,1
račianskaulicarača,1
a.hlinkuružinov,1
godrovastarémesto,1
pekníkova3121/15dúbravka,1
stavbárska36vrakuňa,1
zálužická101/9ružinov,1
mierovaružinov,1
púpavovakarlovaves,1
záhrebskástarémesto,1
gabčíkovakarlovaves,1
tománkovakarlovaves,1
ovocnésadyružinov,1
nahriadkach51devínskanováves,1
hraničnáulicaružinov,1
dúbravčíckadúbravka,1
dlhédielyiii.karlovaves,1
dudvážskavrakuňa,1
jozefacígerahronskéhonovémesto,1
malokarpatskénámestielamač,1
rudolfamockakarlovaves,1
karloveskakarlovaves,1
šafárikovonámestiestarémesto,1
žižkova21starémesto,1
piniovavrakuňa,1
istrijskadevínskanováves,1
strážnickástarémesto,1
sokolskástarémesto,1
franciscihostarémesto,1
eisnerova64devínskanováves,1
škovránčiastarémesto,1
nakrčochzáhorskábystrica,1
sputnikovaružinov,1
laurinská11starémesto,1
bieloruskávrakuňa,1
michalabučičadúbravka,1
trnavská3016/33novémesto,1
exnárova17ružinov,1
klimkovičovadúbravka,1
hraničná36ružinov,1
šustekovápetržalka,1
floriánskenámestiestarémesto,1
namhraniciarovpetržalka,1
bezručová5starémesto,1
bielastarémesto,1
ondrejevovaružinov,1
ulicatrnavskácestaružinov,1
kukučínovanovémesto,1
svätoplukova1463/2ružinov,1
podzáhradamidúbravka,1
bučinová10vrakuňa,1
29.augustastarémesto,1
dobrovičovastarémesto,1
mestskánovémesto,1
vlčiehrdlo83ružinov,1
vladimírajuklalamač,1
belehradskánovémesto,1
dobšinskéhostarémesto,1
arménskavrakuňa,1
papraďováružinov,1
kulíškovaružinov,1
znievska3023/15petržalka,1
piešťanskánovémesto,1
užinyrača,1
jánalangoša3/alamač,1
zdenkyschelingovejlamač,1
karpatskénámestie11rača,1
kazanskávrakuňa,1
švabinskehopetržalka,1
jégého16999/10ružinov,1
mesačná3241/13ružinov,1
košická16ružinov,1
dulovonámestie4starémesto,1
wilsonova1starémesto,1
matejkovakarlovaves,1
jánalangoša5lamač,1
perneckákarlovaves,1
